,pickup_city,pickup_zip_code
17287,Tiefenort,36469
17288,Tiefensee,4849
17289,Tiefensee,16259
17290,Tiefenthal,19348
17291,Tiefenthal,55546
17292,Tiefenthal,67311
17293,Tiefenweg,83546
17294,Tiefthal,99189
17295,Tiefthal,99189
17296,Tielen,24803
17297,Tielenhemme,25794
17298,Tietzow,14641
17299,Tilleda,6537
17300,Timmaspe,24644
17301,Timmendorfer Strand,23669
17302,Timmenrode,6502
17303,Tinningstedt,25917
17304,Tirpersdorf,8606
17305,Tirschendorf,8606
17306,Tirschenreuth,95643
17307,Tissa,7646
17308,Tiste,27419
17309,Titisee-Neustadt,79822
17310,Titting,85135
17311,Tittling,94104
17312,Tittmoning,84529
17313,Titz,52445
17314,Tivoli,24321
17315,Toba,99713
17316,Toddin,19230
17317,Todenbüttel,24819
17318,Todendorf,22965
17319,Todenhagen,18320
17320,Todenroth,55481
17321,Todesfelde,23826
17322,Todsburg,73349
17323,Todtenweis,86447
17324,Todtmoos,79682
17325,Todtnau,79674
17326,Töfenreut,83379
17327,Töging,84513
17328,Tolk,24894
17329,Tollow,23992
17330,Tollwitz,6231
17331,Tömmelsdorf,7819
17332,Tönisvorst,47918
17333,Tonna,99958
17334,Tonndorf,99438
17335,Tönning,25832
17336,Töpchin,15755
17337,Töpen,95183
17338,Topfstedt,99718
17339,Töplitz,14476
17340,Toppenstedt,21442
17341,Törber,19217
17342,Torfbrücke,18181
17343,Torfbrücke,18181
17344,Torfgrube,73266
17345,Torfhaus,38667
17346,Torfkaten,23883
17347,Torfstich,8318
17348,Torgau,4860
17349,Torgelow,17192
17350,Torgelow,17358
17351,Torgelow-Holländerei,17358
17352,Torisdorf,23923
17353,Torna,6729
17354,Tornau,6774
17355,Tornau v d Heide,6779
17356,Tornesch,25436
17357,Tornitz,39249
17358,Tornow,15755
17359,Tornow,16775
17360,Tornow,16818
17361,Tornow,16866
17362,Tornowhof,17259
17363,Törpt,23923
17364,Tostedt,21255
17365,Tosterglope,21371
17366,Töttelstädt,99100
17367,Töttelstädt,99100
17368,Tottleben,99947
17369,Töttleben,99198
17370,Töttleben,99198
17371,Traben-Trarbach,56841
17372,Trabitz,39240
17373,Trabitz,92724
17374,Tradlenz,82390
17375,Train,93358
17376,Traisen,55595
17377,Traitsching,93455
17378,Tramm,19089
17379,Tramm,21516
17380,Tramm,23936
17381,Trams,19417
17382,Trannroda,7381
17383,Trantow,17121
17384,Trappenkamp,24610
17385,Trappstadt,97633
17386,Traßdorf,99326
17387,Trassem,54441
17388,Trassenheide,17449
17389,Traubenmühle,74523
17390,Traun,7819
17391,Traunreut,83301
17392,Traunstein,83278
17393,Traunwalchen,83374
17394,Traupitz,6729
17395,Trausnitz,92555
17396,Trautenhof,74249
17397,Trautenstein,38899
17398,Trautshofen,85655
17399,Trautskirchen,90619
17400,Travenbrück,23843
17401,Travenhorst,23827
17402,Traventhal,23795
17403,Trebatsch,15848
17404,Trebbichau,6369
17405,Trebbin,14959
17406,Trebbus,3253
17407,Trebel,29494
17408,Treben,1594
17409,Treben,4617
17410,Trebendorf,2959
17411,Trebendorf,3149
17412,Trebendorf-Mühlrose,2959
17413,Trebgast,95367
17414,Trebishain,4651
17415,Trebitz,6909
17416,Trebitz,14822
17417,Trebitz,15868
17418,Trebnitz,6217
17419,Trebnitz,6420
17420,Trebnitz,6682
17421,Trebnitz,15320
17422,Trebra,99718
17423,Trebs,19249
17424,Trebsen,4687
17425,Trebur,65468
17426,Trebus,2923
17427,Trechtingshausen,55413
17428,Trechwitz,14778
17429,Treffelstein,93492
17430,Treffurt,99830
17431,Treia,24896
17432,Treis-Karden,56253
17433,Tremmen,14641
17434,Tremnitz,7985
17435,Tremsbüttel,22967
17436,Tremsdorf,14552
17437,Trendelburg,34388
17438,Trenkmoos,83359
17439,Trennewurth,25693
17440,Trent,18569
17441,Treplin,15236
17442,Treppeln,15898
17443,Treppendorf,7407
17444,Trescherberg,83546
17445,Treseburg,38889
17446,Treuchtlingen,91757
17447,Treuen,8233
17448,Treuenbrietzen,14929
17449,Treugeböhla,1561
17450,Triberg,78098
17451,Tribohm,18320
17452,Tribsees,18465
17453,Trieb,8239
17454,Triebel,8606
17455,Triebes,7950
17456,Triebischtal,1665
17457,Triefenstein,97855
17458,Triepkendorf,17259
17459,Trieplatz,16845
17460,Trier,54290
17461,Trier,54292
17462,Trier,54293
17463,Trier,54294
17464,Trier,54295
17465,Trier,54296
17466,Trierscheid,53520
17467,Trierweiler,54311
17468,Triftern,84371
17469,Triglitz,16949
17470,Trimbs,56753
17471,Trimport,54636
17472,Trinum,6369
17473,Trinwillershagen,18320
17474,Tripkau,19273
17475,Trippigleben,39649
17476,Trippstadt,67705
17477,Triptis,7819
17478,Trittau,22946
17479,Trittenheim,54349
17480,Triwalk,23966
17481,Tröbigau,1877
17482,Tröbitz,3253
17483,Tröbnitz,7646
17484,Tröbsdorf,99428
17485,Tröbsdorf,99428
17486,Tröchtelborn,99869
17487,Trochtelfingen,72818
17488,Trockenborn-Wolfersdorf,7646
17489,Trogen,95183
17490,Tröglitz,6729
17491,Troisdorf,53840
17492,Troisdorf,53842
17493,Troisdorf,53844
17494,Troistedt,99438
17495,Trollenhagen,17039
17496,Tromsdorf,6648
17497,Tröndel,24321
17498,Trossin,4880
17499,Trossingen,78647
17500,Tröstau,95709
17501,Trostberg,83308
17502,Truchtlaching,83376
17503,Trügleben,99880
17504,Trulben,66957
17505,Trunkelsberg,87779
17506,Trusetal,98596
17507,Tryppehna,39291
17508,Tschernitz,3130
17509,Tschirn,96367
17510,Tübingen,72070
17511,Tübingen,72072
17512,Tübingen,72074
17513,Tübingen,72076
17514,Tucheim,39307
17515,Tüchen,16928
17516,Tuchenbach,90587
17517,Tuchtfeld,37620
17518,Tülau,38474
17519,Tümlauer Koog,25881
17520,Tunau,79677
17521,Tuningen,78609
17522,Tuntenhausen,83104
17523,Tunzenhausen,99610
17524,Türkendorf,3130
17525,Türkenfeld,82299
17526,Türkheim,86842
17527,Turloff,19406
17528,Turnow-Preilack,3185
17529,Tüschow,19260
17530,Tussenhausen,86874
17531,Tüßling,84577
17532,Tutow,17129
17533,Tüttendorf,24214
17534,Tüttleben,99869
17535,Tuttlingen,78532
17536,Tutzing,82327
17537,Tützpatz,17091
17538,Tüzen,23992
17539,Twedt,24894
17540,Twieflingen,38388
17541,Twist,49767
17542,Twistetal,34477
17543,Twistringen,27239
17544,Tylsen,29413
17545,Tyrlaching,84558
17546,Übach-Palenberg,52531
17547,Übereisenbach,54689
17548,Überherrn,66802
17549,Überlingen,88662
17550,Übersee,83236
17551,Ubstadt-Weiher,76698
17552,Uchtdorf,39517
17553,Uchte,31600
17554,Üchtelhausen,97532
17555,Uchtspringe,39599
17556,Ückeritz,17459
17557,Uckerland,17337
17558,Uckro,15926
17559,Udenheim,55288
17560,Uder,37318
17561,Üdersdorf,54552
17562,Üdersee b Werbellin,16244
17563,Udersleben,6556
17564,Udestedt,99198
17565,Udler,54552
17566,Uebigau,1561
17567,Uebigau,4938
17568,Ueckermünde,17373
17569,Uedem,47589
17570,Uehlfeld,91486
17571,Uehrde,38170
17572,Uelitz,19077
17573,Uelsby,24860
17574,Uelsen,49843
17575,Uelversheim,55278
17576,Uelvesbüll,25889
17577,Uelzen,29525
17578,Uenglingen,39579
17579,Uenze,19348
17580,Uersfeld,56767
17581,Ueß,56767
17582,Uetersen,25436
17583,Uettingen,97292
17584,Uetz,14476
17585,Uetz,39517
17586,Uetze,31311
17587,Uffenheim,97215
17588,Uffing,82449
17589,Uftrungen,6548
17590,Uhingen,73066
17591,Uhldingen-Mühlhofen,88690
17592,Uhlenbrook,18233
17593,Uhler,56290
17594,Ühlingen-Birkendorf,79777
17595,Uhlstädt,7407
17596,Uhrsleben,39343
17597,Uhusmühle,56357
17598,Uhyst,2999
17599,Uichteritz,6667
17600,Ullersdorf,1454
17601,Ullersdorf,15868
17602,Ulm,89073
17603,Ulm,89075
17604,Ulm,89077
17605,Ulm,89079
17606,Ulm,89081
17607,Ulmen,56766
17608,Ulmet,66887
17609,Ulrichstein,35327
17610,Ulrikenhof,18246
17611,Ulsnis,24897
17612,Ulzigerode,6543
17613,Umkirch,79224
17614,Umleitungsdeich,24799
17615,Ummanz,18569
17616,Ummendorf,39365
17617,Ummendorf,88444
17618,Ummern,29369
17619,Ummerstadt,98663
17620,Umpferstedt,99441
17621,Unbesandten,19309
17622,Undeloh,21274
17623,Undenheim,55278
17624,Ungerhausen,87781
17625,Unkel,53572
17626,Unkenbach,67823
17627,Unlingen,88527
17628,Unna,59423
17629,Unna,59425
17630,Unna,59427
17631,Unnau,57648
17632,Unseburg,39435
17633,Unsleben,97618
17634,Unterammergau,82497
17635,Unterbodnitz,7646
17636,Unterbreizbach,36414
17637,Unterbrüz,19399
17638,Unterdielbach,69429
17639,Unterdießen,86944
17640,Unterdietfurt,84339
17641,Untere Horbachsmühle,55606
17642,Untere Kleinmichelesmühle,71111
17643,Untere Mühle,75399
17644,Untere Ölmühle,71720
17645,Untere Rauhmühle,71111
17646,Unteregg,87782
17647,Untereinöd,83546
17648,Untereisesheim,74257
17649,Unterellen,99819
17650,Unterensingen,72669
17651,Unterfischbach,71560
17652,Unterföhring,85774
17653,Unterführbuch,89165
17654,Untergriesbach,94107
17655,Untergruppenbach,74199
17656,Unterhaching,82008
17657,Unterhain,7426
17658,Unter-Hainbrunn,64757
17659,Unterholzen,83367
17660,Unterjeckenbach,67746
17661,Unterkaka,6721
17662,Unterkatz,98634
17663,Unterkirnach,78089
17664,Unterkirnach,78089
17665,Unterleinleiter,91364
17666,Unterlemnitz,7356
17667,Unterloquitz,7330
17668,Unterlüß,29345
17669,Untermarchtal,89617
17670,Untermaßfeld,98617
17671,Untermeitingen,86836
17672,Untermerzbach,96190
17673,Untermittweilerhof,67806
17674,Untermödling,83546
17675,Untermoosen,83329
17676,Untermünkheim,74547
17677,Unterneukirchen,84579
17678,Unteröd,83552
17679,Unterpleichfeld,97294
17680,Unterpörlitz,98693
17681,Unterreichenbach,75399
17682,Unterreit,83567
17683,Unterrißdorf,6295
17684,Unterrotenstein,78652
17685,Unterroth,89299
17686,Unterschleißheim,85716
17687,Unterschneidheim,73485
17688,Unterschönau,98587
17689,Unterschönberg,83714
17690,Unterschops,85655
17691,Unterschwaningen,91743
17692,Unterschweinbach,82282
17693,Untershausen,56412
17694,Untersiegenbühl,73434
17695,Untersiemau,96253
17696,Unterstadion,89619
17697,Untersteinach,95369
17698,Unterstreit,83552
17699,Unterthierwasen,67292
17700,Unterthingau,87647
17701,Unterwachingen,89597
17702,Unterwaldhausen,88379
17703,Unterweid,98634
17704,Unterweißbach,98744
17705,Unterwellenborn,7333
17706,Unterwendling,83329
17707,Unterwirbach,7422
17708,Unterwössen,83246
17709,Unterwürschnitz,8626
17710,Untrasried,87496
17711,Unzenberg,55483
17712,Upahl,23936
17713,Upgant-Schott,26529
17714,Uphusum,25923
17715,Uplengen,26670
17716,Upost,17111
17717,Uppershausen,54673
17718,Urbach,56317
17719,Urbach,73660
17720,Urbach,99765
17721,Urbach,99996
17722,Urbar,55430
17723,Urbar,56182
17724,Urbich,99198
17725,Urbich,99198
17726,Urfeld,82432
17727,Urleben,99955
17728,Urmersbach,56761
17729,Urmitz,56220
17730,Urnshausen,36457
17731,Ursberg,86513
17732,Urschmitt,56825
17733,Ursensollen,92289
17734,Urspringen,97857
17735,Ürzig,54539
17736,Usch,54655
17737,Usedom,17406
17738,Userin,17237
17739,Usingen,61250
17740,Uslar,37170
17741,Ustersbach,86514
17742,Utarp,26556
17743,Utecht,19217
17744,Utenbach,6618
17745,Utendorf,98617
17746,Utershorst,14641
17747,Utersum,25938
17748,Uthausen,6773
17749,Uthleben,99765
17750,Uthlede,27628
17751,Uthmöden,39345
17752,Utscheid,54675
17753,Uttenreuth,91080
17754,Uttenweiler,88524
17755,Üttfeld,54619
17756,Utting,86919
17757,Utzberg,99428
17758,Utzedel,17111
17759,Utzenfeld,79694
17760,Utzenhain,56291
17761,Utzerath,54552
17762,Utzstetten,73577
17763,Üxheim,54579
17764,Vaale,25594
17765,Vaalerfeld,25572
17766,Vaalermoor,25594
17767,Vacha,36404
17768,Vachdorf,98617
17769,Vachendorf,83377
17770,Vahlberg,38170
17771,Vahlbruch,37647
17772,Vahlde,27389
17773,Vahldorf,39345
17774,Vaihingen,71665
17775,Valfitz,29416
17776,Vallendar,56179
17777,Valley,83626
17778,Valluhn,19246
17779,Valwig,56812
17780,Varchentin,17192
17781,Varel,26316
17782,Varrel,27259
17783,Vastorf,21397
17784,Vaterstetten,85591
17785,Vatterode,6343
17786,Vechelde,38159
17787,Vechta,49377
17788,Veckenstedt,38871
17789,Veelböken,19205
17790,Vehlefanz,16727
17791,Vehlen,14789
17792,Vehlgast,39539
17793,Vehlin,16866
17794,Vehlitz,39291
17795,Vehlow,16866
17796,Veilsdorf,98669
17797,Veitsbronn,90587
17798,Veitshöchheim,97209
17799,Veitsrodt,55758
17800,Velbert,42549
17801,Velbert,42551
17802,Velbert,42553
17803,Velbert,42555
17804,Velburg,92355
17805,Velden,84149
17806,Velden,91235
17807,Veldenz,54472
17808,Velen,46342
17809,Velgast,18469
17810,Vellahn,19260
17811,Vellberg,74541
17812,Vellmar,34246
17813,Velpke,38458
17814,Velsdorf,39359
17815,Velten,16727
17816,Veltensmühle,38822
17817,Veltheim,38173
17818,Veltheim,38835
17819,Vendersheim,55578
17820,Venningen,67482
17821,Ventschow,19417
17822,Venusberg,9430
17823,Venusberg,88436
17824,Venusberg Spinnerei,9419
17825,Verchen,17111
17826,Verden,27283
17827,Veringenstadt,72519
17828,Verl,33415
17829,Verlorenwasser,14806
17830,Versmold,33775
17831,Vesser,98711
17832,Vesser,98711
17833,Vestenbergsgreuth,91487
17834,Vetschau,3226
17835,Vettelschoß,53560
17836,Vettin,16928
17837,Vettweiß,52391
17838,Vichel,16845
17839,Viechtach,94234
17840,Viehle,19273
17841,Vielank,19303
17842,Vielbach,56244
17843,Vielist,17194
17844,Vielitz,16835
17845,Vienau,39624
17846,Vienenburg,38690
17847,Vierden,27419
17848,Viereck,17309
17849,Viereth-Trunstadt,96191
17850,Vierherrenborn,54314
17851,Vierhöfen,21444
17852,Vieritz,14715
17853,Vierkirchen,2894
17854,Vierkirchen,85256
17855,Viernau,98547
17856,Viernheim,68519
17857,Vierraden,16306
17858,Viersen,41747
17859,Viersen,41748
17860,Viersen,41749
17861,Viersen,41751
17862,Viesecke,19336
17863,Vieselbach,99198
17864,Vieselbach,99198
17865,Vietgest,18279
17866,Vietmannsdorf,17268
17867,Vietow,19260
17868,Vietznitz,14662
17869,Viez,19230
17870,Viezen,18249
17871,Viktoriastollen,56349
17872,Vilgertshofen,86946
17873,Villenbach,86637
17874,Villingendorf,78667
17875,Villingen-Schwenningen,78048
17876,Villingen-Schwenningen,78050
17877,Villingen-Schwenningen,78052
17878,Villingen-Schwenningen,78054
17879,Villingen-Schwenningen,78056
17880,Villmar,65606
17881,Vilsbiburg,84137
17882,Vilseck,92249
17883,Vilsheim,84186
17884,Vilshofen,94474
17885,Vimfow,19374
17886,Vinningen,66957
17887,Vinzelberg,39599
17888,Viöl,25884
17889,Vippachedelhausen,99439
17890,Vipperow,17209
17891,Virneburg,56729
17892,Visbek,49429
17893,Visselhövede,27374
17894,Vissum,29416
17895,Vitense,19217
17896,Vitte,18565
17897,Vitzenburg,6268
17898,Vlotho,32602
17899,Vockerode,6786
17900,Vockfey,19273
17901,Voerde,46562
17902,Vogelkoje,25992
17903,Vogelsang,15890
17904,Vogelsang,16792
17905,Vogelsang-Warsin,17375
17906,Vogelsberg,99610
17907,Vogelsdorf,15370
17908,Vogelsdorf,38836
17909,Vögelsen,21360
17910,Voggenmühlhöfle,73553
17911,Vogt,88267
17912,Vogtareuth,83569
17913,Vogthof,56865
17914,Vogtsburg,79235
17915,Vohburg,85088
17916,Vohenstrauß,92648
17917,Vöhl,34516
17918,Vöhrenbach,78147
17919,Vöhringen,72189
17920,Vöhringen,89269
17921,Voigtsdorf,9619
17922,Voigtsdorf,17349
17923,Voigtshain,4808
17924,Voigtstedt,6556
17925,Voitswinkl,83379
17926,Volgfelde,39599
17927,Volkach,97332
17928,Völkenroth,56288
17929,Volkenschwand,84106
17930,Volkenshagen,23936
17931,Volkerode,37308
17932,Völkershausen,36404
17933,Völkersweiler,76857
17934,Volkertshausen,78269
17935,Volkerzen,57612
17936,Volkesfeld,56745
17937,Völklingen,66333
17938,Volkmannsdorf,7318
17939,Volkmannsdorf,7924
17940,Volkmarsen,34471
17941,Volkstedt,6295
17942,Volkstorf,23942
17943,Vollenborn,37355
17944,Vollersode,27729
17945,Vollersroda,99438
17946,Vollerwiek,25836
17947,Vollmersbach,55758
17948,Vollmershain,4626
17949,Vollmersweiler,76744
17950,Vollrathsruhe,17194
17951,Vollstedt,25821
17952,Völmlesmühle,72297
17953,Völpke,39393
17954,Völschow,17129
17955,Volsemenhusen,25693
17956,Voltlage,49599
17957,Volxheim,55546
17958,Volzrade,19249
17959,Vorbach,95519
17960,Vorbeck,18258
17961,Vorbein,17121
17962,Vorderhagen,19273
17963,Vorderholzmühle,83552
17964,Vorderleiten,83364
17965,Vorderloh,83364
17966,Vorderweidenthal,76889
17967,Vordorf,38533
17968,Vorra,91247
17969,Vörstetten,79279
17970,Vorsuchhütte,95100
17971,Vorwerk,27412
17972,Vorwerk Friedrich,76726
17973,Voßkuhl,23968
17974,Vreden,48691
17975,Vrees,49757
17976,Waabs,24369
17977,Waake,37136
17978,Waakirchen,83666
17979,Waal,86875
17980,Wabern,34590
17981,Wachau,1454
17982,Wachenheim,67157
17983,Wachenheim,67591
17984,Wachenroth,96193
17985,Wachow,14641
17986,Wachsenburggemeinde,99310
17987,Wachstedt,37359
17988,Wachtberg,53343
17989,Wachtendonk,47669
17990,Wächtersbach,63607
17991,Wachtküppel,36129
17992,Wacken,25596
17993,Wackernheim,55263
17994,Wackerow,17153
17995,Wackerow,17498
17996,Wackersberg,83646
17997,Wackersdorf,92442
17998,Wackersleben,39393
17999,Waddeweitz,29496
18000,Wadelsdorf,3130
18001,Wadern,66687
18002,Wadersloh,59329
18003,Wadewitz,6729
18004,Wadgassen,66787
18005,Waffenbrunn,93494
18006,Waffenrod,98666
18007,Wagenfeld,49419
18008,Wagenhausen,56826
18009,Wagenhoff,38559
18010,Wagenitz,14641
18011,Wagersrott,24392
18012,Waghäusel,68753
18013,Waging,83329
18014,Wagun,17159
18015,Wahlbach,55494
18016,Wahlenau,55491
18017,Wahlendorf,16818
18018,Wahlenhalden,73453
18019,Wahlhausen,37318
18020,Wahlheim,55234
18021,Wahlitz,39175
18022,Wahlrod,57614
18023,Wahlsburg,37194
18024,Wahlsdorf,14913
18025,Wahlstedt,23812
18026,Wahlstorf,19386
18027,Wahlstorf,24211
18028,Wahns,98634
18029,Wahnwegen,66909
18030,Wahrenberg,39615
18031,Wahrenbrück,4924
18032,Wahrenholz,29399
18033,Wahrsow,23923
18034,Wahrstorf,23948
18035,Waiblingen,71332
18036,Waiblingen,71334
18037,Waiblingen,71336
18038,Waibstadt,74915
18039,Waidhaus,92726
18040,Waidhofen,86579
18041,Waigandshain,56477
18042,Waigolshausen,97534
18043,Wain,88489
18044,Wainsdorf,4932
18045,Waischenfeld,91344
18046,Wakendorf,23992
18047,Wakendorf,24558
18048,Wakendorf I,23845
18049,Walbeck,6333
18050,Walbeck,39356
18051,Walchenberg,83374
18052,Walchensee,82432
18053,Walchow,16833
18054,Walchum,26907
18055,Wald,83364
18056,Wald,83379
18057,Wald,87616
18058,Wald,88639
18059,Wald,93192
18060,Walda,1561
18061,Waldachtal,72178
18062,Waldalgesheim,55425
18063,Waldaschaff,63857
18064,Waldau,6721
18065,Waldau,98667
18066,Waldböckelheim,55596
18067,Waldbreitbach,56588
18068,Waldbröl,51545
18069,Waldbronn,76337
18070,Waldbrunn,65620
18071,Waldbrunn,69429
18072,Waldbrunn,97295
18073,Waldburg,88289
18074,Waldbüttelbrunn,97297
18075,Walddorfhäslach,72141
18076,Walddrehna,15926
18077,Waldeck,7646
18078,Waldeck,23936
18079,Waldeck,34513
18080,Waldeck,76857
18081,Waldems,65529
18082,Waldenbuch,71111
18083,Waldenburg,8396
18084,Waldenburg,74638
18085,Waldenhofen,88453
18086,Walderbach,93194
18087,Waldershof,95679
18088,Waldesch,56323
18089,Waldesruh,12625
18090,Waldfeucht,52525
18091,Waldfischbach-Burgalben,67714
18092,Waldfriede,55765
18093,Waldfriede,56203
18094,Waldfrieden,39539
18095,Waldfrieden-Schweizertal,56132
18096,Waldgrehweiler,67822
18097,Waldhambach,76857
18098,Waldhaus,8144
18099,Waldhaus Grebe,35216
18100,Waldheim,4736
18101,Waldheim,14612
18102,Waldhof,19348
18103,Waldhof,76889
18104,Waldhof-Falkenstein,54673
18105,Waldhufen,2906
18106,Waldkappel,37284
18107,Waldkirch,79183
18108,Waldkirchen,8485
18109,Waldkirchen,9437
18110,Waldkirchen,94065
18111,Waldkraiburg,84478
18112,Waldlaubersheim,55444
18113,Waldleiningen,67693
18114,Wald-Michelbach,69483
18115,Waldmohr,66914
18116,Waldmühlen,56479
18117,Waldmünchen,93449
18118,Waldorf,53498
18119,Waldow,15910
18120,Waldow-Sacrow,15913
18121,Waldrach,54320
18122,Waldrohrbach,76857
18123,Waldsassen,95652
18124,Waldschmidtmühle,56377
18125,Waldsee,67165
18126,Waldshagen,24306
18127,Waldshut-Tiengen,79761
18128,Waldsieversdorf,15377
18129,Waldsolms,35647
18130,Waldstadt,15838
18131,Waldstetten,73550
18132,Waldstetten,73550
18133,Waldstetten,89367
18134,Waldthurn,92727
18135,Waldweiler,54429
18136,Walhausen,56865
18137,Walheim,74399
18138,Walkendorf,17179
18139,Walkenried,37445
18140,Walkertshofen,86877
18141,Walksfelde,23896
18142,Wall,16818
18143,Wallbach,98639
18144,Walldorf,69190
18145,Walldorf,98639
18146,Walldürn,74731
18147,Wallen,25788
18148,Wallenborn,54570
18149,Wallendorf,6254
18150,Wallendorf,54675
18151,Wallenfels,96346
18152,Wallenhorst,49134
18153,Wallenried,87782
18154,Wallerfangen,66798
18155,Wallerfing,94574
18156,Wallersdorf,94522
18157,Wallersheim,54597
18158,Wallerstein,86757
18159,Wallertheim,55578
18160,Wallgau,82499
18161,Wallhalben,66917
18162,Wallhausen,6528
18163,Wallhausen,55595
18164,Wallhausen,74599
18165,Wallichen,99198
18166,Wallichen,99198
18167,Wallitz,16837
18168,Wallmenroth,57584
18169,Wallmerod,56414
18170,Wallmoden,38729
18171,Wallmow,17291
18172,Wallroda,1477
18173,Wallsbüll,24980
18174,Wallscheid,54531
18175,Wallstawe,29413
18176,Walluf,65396
18177,Wallwitz,6193
18178,Wallwitz,39291
18179,Walow,17209
18180,Walpernhain,7613
18181,Walpertskirchen,85469
18182,Wälschbuch,85406
18183,Walschleben,99189
18184,Walsdorf,54578
18185,Walsdorf,96194
18186,Walshausen,66484
18187,Walsheim,76833
18188,Walsleben,16818
18189,Walsleben,39606
18190,Walsrode,29664
18191,Waltenhausen,86480
18192,Waltenhofen,87448
18193,Walternienburg,39264
18194,Walterschen,57632
18195,Waltersdorf,2799
18196,Waltersdorf,4617
18197,Waltersdorf,7646
18198,Waltersdorf,7980
18199,Waltersdorf,14913
18200,Waltersdorf,15732
18201,Waltersdorf,15926
18202,Waltershausen,99880
18203,Waltershofen,82282
18204,Waltersleben,99102
18205,Waltersleben,99102
18206,Walthersdorf,9474
18207,Walting,85137
18208,Waltrop,45731
18209,Walzbachtal,75045
18210,Walzenmühle,71144
18211,Wambacherhof,67808
18212,Wamckow,19406
18213,Wandersleben,99869
18214,Wanderup,24997
18215,Wandlitz,16348
18216,Wanfried,37281
18217,Wang,85368
18218,Wangelau,21483
18219,Wangelnstedt,37627
18220,Wangels,23758
18221,Wangen,6642
18222,Wangen,73117
18223,Wangen,88239
18224,Wangenheim,99869
18225,Wangerland,26434
18226,Wangerooge,26486
18227,Wankendorf,24601
18228,Wanna,21776
18229,Wannefeld,39638
18230,Wannweil,72827
18231,Wansdorf,14641
18232,Wansleben am See,6318
18233,Wanzer,39615
18234,Wanzleben,39164
18235,Wanzlitz,19300
18236,Wapelfeld,24594
18237,Warberg,38378
18238,Warburg,34414
18239,Wardenburg,26203
18240,Warder,24646
18241,Wardow,18299
18242,Waren,17192
18243,Warendorf,48231
18244,Warin,19417
18245,Warlin,17039
18246,Warlitz,19230
18247,Warlow,19288
18248,Warmensteinach,95485
18249,Warmsen,31606
18250,Warmsroth,55442
18251,Warnau,24250
18252,Warnau,39524
18253,Warngau,83627
18254,Warnitz,17291
18255,Warnkenhagen,17168
18256,Warnkenhagen,23948
18257,Warnkenhagen,23992
18258,Warnow,18249
18259,Warnow,23936
18260,Warnsdorf,16945
18261,Warnstedt,6502
18262,Warpe,27333
18263,Warrenzin,17111
18264,Warringholz,25560
18265,Warsow,14662
18266,Warsow,19075
18267,Warstein,59581
18268,Wartbichl,83739
18269,Wartenberg,36367
18270,Wartenberg,85456
18271,Wartenberg-Rohrbach,67681
18272,Wartenburg,6901
18273,Wartenstein,55606
18274,Warthausen,88447
18275,Warthof,71579
18276,Wartin,16306
18277,Wartmannsroth,97797
18278,Warwerort,25761
18279,Warza,99869
18280,Wasbek,24647
18281,Wasbüttel,38553
18282,Wäschenbeuren,73116
18283,Waschow,19243
18284,Wasdow,17179
18285,Wasenbach,56370
18286,Washof,85276
18287,Wassenach,56653
18288,Wassenberg,41849
18289,Wasserburg,83512
18290,Wasserburg,88142
18291,Wasserleben,38871
18292,Wasserliesch,54332
18293,Wasserlosen,97535
18294,Wassermühle,24861
18295,Wassersuppe,14715
18296,Wasserthaleben,99718
18297,Wassertrüdingen,91717
18298,Waßmannsdorf,15831
18299,Wasungen,98634
18300,Waterdiek,24214
18301,Waterloo,19357
18302,Wathlingen,29339
18303,Wattenbek,24582
18304,Wattendorf,96196
18305,Wattenheim,67319
18306,Wattmannshagen,18279
18307,Watzerath,54595
18308,Watzkendorf,17237
18309,Watzlsteg,93479
18310,Watzmannhaus,83486
18311,Watzumer Häuschen,38154
18312,Wawern,54441
18313,Wawern,54612
18314,Waxweiler,54649
18315,Webau,6679
18316,Webelsfelde,19205
18317,Weberhäusl,83379
18318,Weberin,19412
18319,Weberstedt,99947
18320,Webling,85276
18321,Wechingen,86759
18322,Wechmar,99869
18323,Wechselburg,9306
18324,Weckersdorf,7937
18325,Weddelbrook,24576
18326,Weddersleben,6502
18327,Wedderstedt,6458
18328,Weddingstedt,25795
18329,Wedel,22880
18330,Wedemark,30900
18331,Wedendorf,19217
18332,Wedlitz,6429
18333,Wedringen,39345
18334,Weede,23795
18335,Weener,26826
18336,Weenzen,31096
18337,Wees,24999
18338,Weesby,24994
18339,Weesow,16356
18340,Weeze,47652
18341,Wefensleben,39365
18342,Weferlingen,39356
18343,Weg,85447
18344,Wegberg,41844
18345,Wegefarth,9600
18346,Wegeleben,38828
18347,Wegensen,37620
18348,Wegenstedt,39359
18349,Weggen-Ziegelhütte,73568
18350,Wegscheid,94110
18351,Wehingen,78564
18352,Wehnde,37339
18353,Wehningen,19273
18354,Wehr,56653
18355,Wehr,79664
18356,Wehrbleck,27259
18357,Wehretal,37287
18358,Wehrhain,4936
18359,Wehrheim,61273
18360,Wehringen,86517
18361,Weiberhof,63846
18362,Weibern,56745
18363,Weibersbrunn,63879
18364,Weibhausen,83379
18365,Weichering,86706
18366,Weichs,85258
18367,Weickelsdorf,6722
18368,Weida,7570
18369,Weiden,55758
18370,Weiden,92637
18371,Weiden,99439
18372,Weidenbach,54570
18373,Weidenbach,56355
18374,Weidenbach,91746
18375,Weidenberg,95466
18376,Weidenhahn,56244
