Ort;Zusatz;Plz;Vorwahl;Bundesland
Spangenberg;, Hess;34286;5663;Hessen
Spantekow;;17392;39727;Mecklenburg-Vorpommern
Spardorf;;91080;9131;Bayern
Sparneck;;95234;9251;Bayern
Spatzenhausen;;82447;8847;Bayern
Spay;, Rhein;56322;2628;Rheinland-Pfalz
Spechbach;;74937;6226;Baden-Württemberg
Spechtsbrunn;;98743;36762;Thüringen
Speicher;, Eifel;54662;6562;Rheinland-Pfalz
Speichersdorf;;95469;9275;Bayern
Speichrow;;15848;33676;Brandenburg
Speinshart;;92676;9645;Bayern
Spelle;;48480;5977;Niedersachsen
Spenge;;32139;5225;Nordrhein-Westfalen
Sperenberg;;15838;33703;Brandenburg
Spergau;;6237;34446;Sachsen-Anhalt
Sperrhof;;73489;7967;Baden-Württemberg
Spesenroth;;56288;6762;Rheinland-Pfalz
Spessart;, Eifel;56746;2655;Rheinland-Pfalz
Speyer;;67346;6232;Rheinland-Pfalz
Spickendorf;;6188;34602;Sachsen-Anhalt
Spiegelau;;94518;8553;Bayern
Spiegelberg;, Württ;71579;7194;Baden-Württemberg
Spiegelhagen;;19348;3876;Brandenburg
Spiekeroog;;26474;4976;Niedersachsen
Spielberg;b Naumburg, Saale;6628;34463;Sachsen-Anhalt
Spielberg;b Großhelfendorf;85655;8093;Bayern
Spielmannsholz;;54619;6559;Rheinland-Pfalz
Spiesen-Elversberg;;66583;6821;Saarland
Spiesheim;;55288;6732;Rheinland-Pfalz
Spirkelbach;;76848;6392;Rheinland-Pfalz
Spitalhaus;;93149;;Bayern
Spittenreut;;83364;8666;Bayern
Spittersberg;;83552;8075;Bayern
Spitzau, Gem Attenhofen;;84076;8782;Bayern
Spitzkunnersdorf;;2794;35842;Sachsen
Splietsdorf;;18513;38325;Mecklenburg-Vorpommern
Sponheim;;55595;6758;Rheinland-Pfalz
Sponholz;;17039;395;Mecklenburg-Vorpommern
Spora;;6724;365;Sachsen-Anhalt
Spören;;6780;34956;Sachsen-Anhalt
Spornitz;;19372;38726;Mecklenburg-Vorpommern
Spraitbach;;73565;7176;Baden-Württemberg
Sprakebüll;;25917;4662;Schlewig-Holstein
Sprakensehl;;29365;5837;Niedersachsen
Spree;;2923;35894;Sachsen
Spreeau;;15528;33633;Brandenburg
Spreenhagen;;15528;33633;Brandenburg
Spreetal;;2979;3564;Sachsen
Spreewitz;;2979;3563;Sachsen
Spreiterhof;;67806;6363;Rheinland-Pfalz
Spremberg;, NL;3130;3563;Brandenburg
Sprendlingen;, Rheinhess;55576;6701;Rheinland-Pfalz
Spring;;14827;33849;Brandenburg
Springe;, Deister;31832;5041;Niedersachsen
Springhoe;, Gem Oeschebüttel;25551;4822;Schlewig-Holstein
Springstille;;98587;36847;Thüringen
Sprink;;54558;6573;Rheinland-Pfalz
Spritzenmühle;;63928;9378;Baden-Württemberg
Sprockhövel;;45549;2339;Nordrhein-Westfalen
Sprötau;;99610;36371;Thüringen
Sprotta;;4838;3423;Sachsen
Sprung;;83364;8666;Bayern
Sputendorf;;14532;33701;Brandenburg
St Alban;, Pfalz;67813;6362;Rheinland-Pfalz
St Gangloff;;7629;36606;Thüringen
St Georgen;, Chiemgau;83368;8669;Bayern
St Johann;, Rheinhess;55578;6701;Rheinland-Pfalz
St Katharinen;b Linz a Rhein;53562;2645;Rheinland-Pfalz
St Leonhard;am Wonneberg;83329;8681;Bayern
St Martin;, Pfalz;67487;6323;Rheinland-Pfalz
St Oswald;, Niederbay;94568;8553;Bayern
St Ottilien;, Oberbay;86941;8193;Bayern
St. Andreasberg;;37444;5582;Niedersachsen
St. Annen;;25776;4882;Schlewig-Holstein
St. Bernhard;;98660;36873;Thüringen
St. Blasien;;79837;7672;Baden-Württemberg
St. Egidien;;9356;3723;Sachsen
St. Georgen;im Schwarzwald;78112;7724;Baden-Württemberg
St. Goar;;56329;6741;Rheinland-Pfalz
St. Goarshausen;;56346;6771;Rheinland-Pfalz
St. Ingbert;;66386;6894;Saarland
St. Johann;, Württ;72813;7122;Baden-Württemberg
St. Kilian;;98553;36841;Thüringen
St. Leon-Rot;;68789;6227;Baden-Württemberg
St. Märgen;;79274;7669;Baden-Württemberg
St. Michaelisdonn;;25693;4853;Schlewig-Holstein
St. Peter;, Schwarzw;79271;7660;Baden-Württemberg
St. Wendel;, Saar;66606;6851;Saarland
Staakow;, NL;15910;35477;Brandenburg
Staats;;39599;39325;Sachsen-Anhalt
Stäbelow;;18198;38207;Mecklenburg-Vorpommern
Staben;b Ribnitz-Damgarten;18317;;Mecklenburg-Vorpommern
Stabhammer;;8309;;Sachsen
Stackelitz;;6862;34907;Sachsen-Anhalt
Stade;, Niederelbe;21680;4141;Niedersachsen
Stade;, Niederelbe;21682;4141;Niedersachsen
Stade;, Niederelbe;21683;4141;Niedersachsen
Stade;, Niederelbe;21684;4141;Niedersachsen
Stadecken-Elsheim;;55271;6136;Rheinland-Pfalz
Stadelhofen;, Oberfr;96187;9504;Bayern
Stadensen;;29596;5802;Niedersachsen
Stadl;b Neukirchen a Teisenberg;83364;8666;Bayern
Stadland;;26935;4734;Niedersachsen
Stadland;;26936;4734;Niedersachsen
Stadland;;26937;4734;Niedersachsen
Stadlern;, Oberpf;92549;9674;Bayern
Stadt Wehlen;;1829;35024;Sachsen
Stadtallendorf;;35260;6428;Hessen
Stadtbek, Gem Bosau;;24326;4527;Schlewig-Holstein
Stadtbek, Gem Seedorf;;24326;4527;Schlewig-Holstein
Stadtbekermühle;;24326;4527;Schlewig-Holstein
Stadtbergen;;86391;821;Bayern
Stadthagen;;31655;5721;Niedersachsen
Stadtilm;;99326;3629;Thüringen
Stadtkyll;;54589;6597;Rheinland-Pfalz
Stadtlauringen;;97488;9724;Bayern
Stadtlengsfeld;;36457;36965;Thüringen
Stadtlohn;;48703;2563;Nordrhein-Westfalen
Stadtoldendorf;;37627;5532;Niedersachsen
Stadtprozelten;;97909;9392;Bayern
Stadtroda;;7646;36428;Thüringen
Stadtsteinach;;95346;9225;Bayern
Stadum;;25917;4662;Schlewig-Holstein
Staffelde;b Kremmen;16766;33055;Brandenburg
Staffelde;b Stendal;39596;3931;Sachsen-Anhalt
Staffhorst;;27254;4272;Niedersachsen
Stafstedt;b Rendsburg;24816;4875;Schlewig-Holstein
Stahlberg;;67808;6361;Rheinland-Pfalz
Stahlhofen;, Westerw;56412;2602;Rheinland-Pfalz
Stahlhofen;am Wiesensee;56459;2663;Rheinland-Pfalz
Stahlhütte;;53533;;Rheinland-Pfalz
Stahna;;1623;35246;Sachsen
Stahnsdorf;;14532;3329;Brandenburg
Staig;, Weihung;89195;7346;Baden-Württemberg
Staitz;;7950;36622;Thüringen
Stakendorf;;24217;4344;Schlewig-Holstein
Stalförden;, Gem Molbergen;49696;4475;Niedersachsen
Stallwang;b Straubing;94375;9964;Bayern
Stammbach;;95236;9256;Bayern
Stammham;, Inn;84533;8678;Bayern
Stammham;b Ingolstadt, Donau;85134;8405;Bayern
Stampfl;b Au a Inn;83546;8073;Bayern
Stamsried;;93491;9466;Bayern
Stanau;;7806;36481;Thüringen
Ständehof;;66981;;Rheinland-Pfalz
Standenbühl;;67816;6357;Rheinland-Pfalz
Standorf;b Weikersheim;97990;7933;Baden-Württemberg
Stangenhagen;;14959;33731;Brandenburg
Stangerode;;6543;34742;Sachsen-Anhalt
Stanggaß;b Berchtesgaden;83471;8652;Bayern
Stangheck;;24395;4643;Schlewig-Holstein
Stannewisch;;2923;35894;Sachsen
Stapel;b Neuhaus, Elbe;19273;38841;Niedersachsen
Stapelburg;;38871;39452;Sachsen-Anhalt
Stapelfeld;, Bz Hamburg;22145;40;Schlewig-Holstein
Stappenbeck;;29416;39032;Sachsen-Anhalt
Starbach;;1683;35242;Sachsen
Starkenberg;;4617;34495;Thüringen
Starkenburg;;56843;6541;Rheinland-Pfalz
Starnberg;;82319;8151;Bayern
Starsiedel;;6686;34444;Sachsen-Anhalt
Starzach;;72181;7483;Baden-Württemberg
Starzberg;;83739;8064;Bayern
Staßfurt;;39418;3925;Sachsen-Anhalt
Staucha;;1594;35268;Sachsen
Stauchitz;;1594;35268;Sachsen
Staudach-Egerndach;;83224;8641;Bayern
Staudernheim;;55568;6751;Rheinland-Pfalz
Staudt;;56424;2602;Rheinland-Pfalz
Staufen;im Breisgau;79219;7633;Baden-Württemberg
Staufenberg;, Niedersachs;34355;5543;Niedersachsen
Staufenberg;, Hess;35460;6406;Hessen
Stausteinerhof;;66482;6335;Rheinland-Pfalz
Staven;;17039;39608;Mecklenburg-Vorpommern
Stavenhagen;, Reuterstadt;17153;39954;Mecklenburg-Vorpommern
Stavenow;;19357;38797;Brandenburg
Stavern;, Emsl;49777;5965;Niedersachsen
Stebach;;56276;2689;Rheinland-Pfalz
Stechau;;4936;35361;Brandenburg
Stecherschleuse;;16248;33362;Brandenburg
Stechow;b Rathenow;14715;33874;Brandenburg
Steckenbergermühle;;56379;6439;Rheinland-Pfalz
Stecklenberg;;6507;3947;Sachsen-Anhalt
Stedesand;;25920;4662;Schlewig-Holstein
Stedesdorf;;26427;4974;Niedersachsen
Stedten;b Lutherstadt Eisleben;6317;34774;Sachsen-Anhalt
Stedten a Ettersberg;;99439;36452;Thüringen
Stedtlingen;;98617;36943;Thüringen
Steegen;b Hagenow;19230;3883;Mecklenburg-Vorpommern
Steenfeld;;25557;4872;Schlewig-Holstein
Steesow;;19300;38781;Mecklenburg-Vorpommern
Stefansberg;b Maisach, Oberbay;82216;8141;Bayern
Steffeln;;54597;6593;Rheinland-Pfalz
Steffenberg;;35239;6464;Hessen
Steffenshagen;b Pritzwalk;16928;3395;Brandenburg
Steffenshagen;b Bad Doberan;18209;38203;Mecklenburg-Vorpommern
Steffenshof;;56288;;Rheinland-Pfalz
Steffin;;23966;3841;Mecklenburg-Vorpommern
Stegaurach;;96135;951;Bayern
Stegelitz;b Templin;17268;39887;Brandenburg
Stegelitz;b Burg b Magdeburg;39291;39221;Sachsen-Anhalt
Stegen;, Hochschwarzw;79252;7661;Baden-Württemberg
Steigerthal;;99762;3631;Thüringen
Steigra;;6268;34461;Sachsen-Anhalt
Steimbke;;31634;5026;Niedersachsen
Steimel;;57614;2684;Rheinland-Pfalz
Steimke;, Altmark;38486;39008;Sachsen-Anhalt
Stein;b Laboe;24235;4343;Schlewig-Holstein
Stein;a d Traun;83371;8669;Bayern
Stein;, Mittelfr;90547;911;Bayern
Steina;b Pulsnitz;1920;35955;Sachsen
Steinach;, Baden;77790;7832;Baden-Württemberg
Steinach;b Straubing;94377;9428;Bayern
Steinach;, Thür;96523;36762;Thüringen
Steinächle;;71364;7195;Baden-Württemberg
Steinalben;;66851;6333;Rheinland-Pfalz
Steinau;, Niederelbe;21775;4756;Niedersachsen
Steinau;an der Straße;36396;6663;Hessen
Steinau;, Gem Gars a Inn;83546;8073;Bayern
Steinbach;b Annaberg-Buchholz;9477;37364;Sachsen
Steinbach;b Freiberg, Sachs;9629;37364;Sachsen
Steinbach;b Bad Salzungen;36448;36961;Thüringen
Steinbach;b Heilbad Heiligenstadt;37308;36085;Thüringen
Steinbach;, Hunsrück;56291;6766;Rheinland-Pfalz
Steinbach;(Taunus);61449;6171;Hessen
Steinbach;am Glan;66909;6383;Rheinland-Pfalz
Steinbach;am Donnersberg;67808;6357;Rheinland-Pfalz
Steinbach;a. Wald;96361;9263;Bayern
Steinbach;b Hildburghausen;98667;36874;Thüringen
Steinbach b Moritzburg;;1471;35243;Sachsen
Steinbach-Hallenberg;, Thüringer W;98587;36847;Thüringen
Steinbeck;b Bad Freienwalde;16259;33454;Brandenburg
Steinbeck;b Parchim;19372;38726;Mecklenburg-Vorpommern
Steinbeck;b Grevesmühlen;23948;38825;Mecklenburg-Vorpommern
Steinberg;, Vogtl;8237;37462;Sachsen
Steinberg;b Brandenburg an der Havel;14793;33830;Brandenburg
Steinberg;b Perleberg;19348;38782;Brandenburg
Steinberg;b Flensburg;24972;4632;Schlewig-Holstein
Steinberg;, Oberpf;92449;9431;Bayern
Steinbergkirche;;24972;4632;Schlewig-Holstein
Stein-Bockenheim;;55599;6703;Rheinland-Pfalz
Steinborn;, Eifel;54655;6567;Rheinland-Pfalz
Steinbrücken;b Nordhausen;99735;3631;Thüringen
Steinburg;b Naumburg, Saale;6647;34465;Sachsen-Anhalt
Steinburg;, Kr Stormarn;22964;4534;Schlewig-Holstein
Steindorf;, Paar;82297;8202;Bayern
Steinebach;, Sieg;57520;2747;Rheinland-Pfalz
Steinebach;an der Wied;57629;2662;Rheinland-Pfalz
Steineberg;, Eifel;54552;6573;Rheinland-Pfalz
Steineck;b St Georgen, Chiemgau;83368;8669;Bayern
Steinefrenz;;56414;6435;Rheinland-Pfalz
Steinen;, Westerw;56244;2666;Rheinland-Pfalz
Steinen;, Kr Lörrach;79585;7627;Baden-Württemberg
Steinenbronn;, Württ;71144;7157;Baden-Württemberg
Steinerholz;b Karby, Schwansen;24398;;Schlewig-Holstein
Steineroth;;57518;2747;Rheinland-Pfalz
Steinfeld;b Rostock;18184;38204;Mecklenburg-Vorpommern
Steinfeld;b Schleswig;24888;4641;Schlewig-Holstein
Steinfeld;(Altmark);39599;39324;Sachsen-Anhalt
Steinfeld;(Oldenburg);49439;5492;Niedersachsen
Steinfeld;, Pfalz;76889;6340;Rheinland-Pfalz
Steinfeld;b Lohr a Main;97854;9359;Bayern
Steinfeld;b Hildburghausen;98646;3685;Thüringen
Steinförde;;16798;33093;Brandenburg
Steinfurt;, Westf;48565;2551;Nordrhein-Westfalen
Steingaden;, Oberbay;86989;8862;Bayern
Steingraben;b Forchheim, Oberfr;91358;;Bayern
Steinhagen;b Neubukow;18233;38297;Mecklenburg-Vorpommern
Steinhagen;b Satow b Bad Doberan;18239;38461;Mecklenburg-Vorpommern
Steinhagen;b Bützow;18246;38461;Mecklenburg-Vorpommern
Steinhagen;b Stralsund;18442;38461;Mecklenburg-Vorpommern
Steinhagen;, Westf;33803;5204;Nordrhein-Westfalen
Steinhausen;an der Rottum;88416;7352;Baden-Württemberg
Steinheid;;98749;36704;Thüringen
Steinheim;, Westf;32839;5233;Nordrhein-Westfalen
Steinheim;an der Murr;71711;7144;Baden-Württemberg
Steinheim;am Albuch;89555;7329;Baden-Württemberg
Steinheuterode;;37318;36083;Thüringen
Steinhöfel;b Fürstenwalde, Spree;15518;33636;Brandenburg
Steinhöfel;b Angermünde;16278;33334;Brandenburg
Steinhöring;b München;85643;8094;Bayern
Steinhorst;, Kr Hzgt Lauenb;23847;4536;Schlewig-Holstein
Steinhorst;, Niedersachs;29367;5148;Niedersachsen
Steinigtwolmsdorf;;1904;35951;Sachsen
Steiningen;;54552;6573;Rheinland-Pfalz
Steinitz;, Altmark;29416;3901;Sachsen-Anhalt
Steinkirchen;, Kr Stade;21720;4142;Niedersachsen
Steinkirchen;, Holzland;84439;8084;Bayern
Steinmauern;;76479;7222;Baden-Württemberg
Stein-Neukirch;;56479;2667;Rheinland-Pfalz
Steinpleis;;8432;375;Sachsen
Steinrab;;83376;8667;Bayern
Steinrausch;, Eifel;54689;;Rheinland-Pfalz
Steinrode;b Leinefelde;37345;36077;Thüringen
Steinsberg;, Rhein-Lahn-Kr;56379;6439;Rheinland-Pfalz
Steinschleuse;;25868;4883;Schlewig-Holstein
Steinsdorf;b Jessen, Elster;6928;35384;Sachsen-Anhalt
Steinsdorf;b Saalfeld, Saale;7338;36622;Thüringen
Steinsdorf;b Gera;7570;36622;Thüringen
Steinsdorf;b Eisenhüttenstadt;15898;33657;Brandenburg
Steinsfeld;, Mittelfr;91628;9861;Bayern
Steinthaleben;;6567;34651;Thüringen
Steintoch;;15324;33475;Brandenburg
Steinweiler;, Pfalz;76872;6349;Rheinland-Pfalz
Steinwenden;;66879;6371;Rheinland-Pfalz
Steinwiesen;;96349;9262;Bayern
Stein-Wingert;;57629;2688;Rheinland-Pfalz
Steißlingen;;78256;7738;Baden-Württemberg
Stelle;, Kr Harburg;21435;4174;Niedersachsen
Stelle-Wittenwurth;;25795;4837;Schlewig-Holstein
Stellshagen;;23948;38825;Mecklenburg-Vorpommern
Stelzen;b Eisfeld;98678;3686;Thüringen
Stelzenberg;, Pfalz;67705;6306;Rheinland-Pfalz
Stemmen;b Rotenburg, Wümme;27389;4267;Niedersachsen
Stempeda;;99762;34653;Thüringen
Stemshorn;;49448;5474;Niedersachsen
Stemwede;;32351;5773;Nordrhein-Westfalen
Stendal;;39576;3931;Sachsen-Anhalt
Stendell;;16306;33336;Brandenburg
Stenn;;8144;375;Sachsen
Stenten;;24811;4338;Schlewig-Holstein
Stepenitz;;16945;33969;Brandenburg
Stepfershausen;;98617;36943;Thüringen
Stephanskirchen;, Simssee;83071;8036;Bayern
Stephanskirchen;, Gem Amerang;83552;8036;Bayern
Stephansposching;;94569;9935;Bayern
Sterley;, Holst;23883;4545;Schlewig-Holstein
Sterleyerheide;;23883;;Schlewig-Holstein
Sternberg;, Meckl;19406;3847;Mecklenburg-Vorpommern
Sternberger Burg;;19406;3847;Mecklenburg-Vorpommern
Sternebeck;;16269;33436;Brandenburg
Sternenfels;;75447;7045;Baden-Württemberg
Sternhagen;b Prenzlau;17291;39856;Brandenburg
Sterup;;24996;4637;Schlewig-Holstein
Stetten;, Pfalz;67294;6355;Rheinland-Pfalz
Stetten;am kalten Markt;72510;7573;Baden-Württemberg
Stetten;, Schwab;87778;8261;Bayern
Stetten;b Meersburg, Bodensee;88719;7532;Baden-Württemberg
Stettfeld;, Unterfr;96188;9522;Bayern
Steuden;;6179;34636;Sachsen-Anhalt
Steudten;b Riesa;1594;34324;Sachsen
Steuerwaldsmühle;;67294;;Rheinland-Pfalz
Steutz;;39264;39244;Sachsen-Anhalt
Steyerberg;;31595;5764;Niedersachsen
Stiefenhofen;;88167;8383;Bayern
Stiege;;38899;39459;Sachsen-Anhalt
Stiepelse;;19273;38844;Niedersachsen
Stieten;;19406;3847;Mecklenburg-Vorpommern
Stimpfach;;74597;7967;Baden-Württemberg
Stinstedt;, Niederelbe;21772;4756;Niedersachsen
Stintenburg;;19246;38858;Mecklenburg-Vorpommern
Stintenburger Hütte;;19246;38858;Mecklenburg-Vorpommern
Stipsdorf;;23795;4551;Schlewig-Holstein
Stipshausen;;55758;6544;Rheinland-Pfalz
Stixe;;19273;38845;Niedersachsen
Stobra;;99510;3644;Thüringen
Stockach;, Baden;78333;7771;Baden-Württemberg
Stockbornerhof;;66484;6336;Rheinland-Pfalz
Stockdorf;, Gem Gauting;82131;89;Bayern
Stockelsdorf;;23617;4505;Schlewig-Holstein
Stockem;, Eifel;54646;6527;Rheinland-Pfalz
Stöckey;;37345;36072;Thüringen
Stockhausen-Illfurth;;56472;2661;Rheinland-Pfalz
Stockheim;, Oberfr;96342;9265;Bayern
Stockheim;, Unterfr;97640;9776;Bayern
Stocksberg, Gem Beilstein;, Württ;71543;7130;Baden-Württemberg
Stöckse;;31638;5026;Niedersachsen
Stocksee;;24326;4526;Schlewig-Holstein
Stockstadt;a. Main;63811;6027;Bayern
Stockstadt;am Rhein;64589;6158;Hessen
Stockum-Püschen;;56459;2661;Rheinland-Pfalz
Stödten;;99610;3634;Thüringen
Stödtlen;;73495;7964;Baden-Württemberg
Stoetze;;29597;5872;Niedersachsen
Stöffel;, Westerw;57647;;Rheinland-Pfalz
Stofferstorf;;23968;3841;Mecklenburg-Vorpommern
Stöffin;;16833;3391;Brandenburg
Stöhrhaus;;83471;8652;Bayern
Stolberg;(Harz);6547;34654;Sachsen-Anhalt
Stolberg;(Rhld.);52222;2402;Nordrhein-Westfalen
Stolberg;(Rhld.);52223;2402;Nordrhein-Westfalen
Stolberg;(Rhld.);52224;2402;Nordrhein-Westfalen
Stolk;;24890;4623;Schlewig-Holstein
Stollbeck;;72419;7577;Baden-Württemberg
Stollberg;/Erzgeb.;9366;37298;Sachsen
Stölln;b Rhinow;14728;33875;Brandenburg
Stollsdorf;;9306;3737;Sachsen
Stolpe;b Angermünde;16278;33338;Brandenburg
Stolpe;b Berlin;16540;3303;Brandenburg
Stolpe;b Anklam;17391;39721;Mecklenburg-Vorpommern
Stolpe;auf Usedom;17406;38372;Mecklenburg-Vorpommern
Stolpe;b Parchim;19372;38725;Mecklenburg-Vorpommern
Stolpe;b Neumünster;24601;4326;Schlewig-Holstein
Stolpen;;1833;35973;Sachsen
Stolpe-Süd;;16761;3302;Brandenburg
Stoltebüll;;24409;4642;Schlewig-Holstein
Stoltenberg;;24256;4303;Schlewig-Holstein
Stoltenhagen;;18510;38326;Mecklenburg-Vorpommern
Stoltoft;;24405;4646;Schlewig-Holstein
Stolzenau;, Weser;31592;5761;Niedersachsen
Stolzenbergerhof;;67822;6362;Rheinland-Pfalz
Stolzenhagen;b Eberswalde;16248;33365;Brandenburg
Stolzenhagen;b Wandlitz;16348;33397;Brandenburg
Stolzenhain;b Schönewalde;4916;35384;Brandenburg
Stolzenhain a d Röder;;4932;3533;Brandenburg
Stopperich;;56588;2638;Rheinland-Pfalz
Storbeck;b Neuruppin;16818;3391;Brandenburg
Storbeckshof;;19339;38787;Brandenburg
Storchhof;;74731;6286;Baden-Württemberg
Stördorf;;25554;4823;Schlewig-Holstein
Störkathen;;25548;4822;Schlewig-Holstein
Storkau;b Köthen, Anh;6386;34977;Sachsen-Anhalt
Storkau;b Weißenfels;6667;3443;Sachsen-Anhalt
Storkau;b Stendal;39590;39321;Sachsen-Anhalt
Storkow;, Mark;15859;33678;Brandenburg
Storkow;b Templin;17268;3987;Brandenburg
Storkow;b Pasewalk;17328;39751;Mecklenburg-Vorpommern
Störnstein;;92721;9602;Bayern
Stösitz;;1594;35268;Sachsen
Stößen;;6667;34445;Sachsen-Anhalt
Stötten;a. Auerberg;87675;8349;Bayern
Stotternheim;;99195;36204;Thüringen
Stotternheim;;99195;36204;Thüringen
Stöttwang;;87677;8345;Bayern
Stove;b Gadebusch;19217;38873;Mecklenburg-Vorpommern
Straach;;6896;34929;Sachsen-Anhalt
Strachau;;19273;38758;Niedersachsen
Strachtitz;;18581;;Mecklenburg-Vorpommern
Stradow;;3226;35433;Brandenburg
Straelen;;47638;2834;Nordrhein-Westfalen
Straguth;;39264;39248;Sachsen-Anhalt
Strahlungen;;97618;9733;Bayern
Strahwalde;;2747;35873;Sachsen
Stralendorf;b Schwerin, Meckl;19073;385;Mecklenburg-Vorpommern
Stralendorf;b Parchim;19372;3871;Mecklenburg-Vorpommern
Stralsund;;18435;3831;Mecklenburg-Vorpommern
Stralsund;;18437;3831;Mecklenburg-Vorpommern
Stralsund;;18439;3831;Mecklenburg-Vorpommern
Strameuß;;23992;38429;Mecklenburg-Vorpommern
Strande;, Holst;24229;4349;Schlewig-Holstein
Strasburg;(Uckermark);17335;39753;Mecklenburg-Vorpommern
Strasen;;17255;39828;Mecklenburg-Vorpommern
Straßberg;b Quedlinburg;6493;39489;Sachsen-Anhalt
Straßberg;b Plauen;8527;3741;Sachsen
Straßberg;b Plauen;8527;3741;Sachsen
Straßberg;, Hohenz;72479;7434;Baden-Württemberg
Strassen;;19294;38755;Mecklenburg-Vorpommern
Straßenhaus;, Westerw;56587;2634;Rheinland-Pfalz
Straßgräbchen;;1936;35723;Sachsen
Straßkirchen;a d Donau;94342;9424;Bayern
Straßlach-Dingharting;;82064;8170;Bayern
Straubenhardt;;75334;7082;Baden-Württemberg
Straubing;;94315;9421;Bayern
Sträubl;;83329;8681;Bayern
Strauch;b Großenhain/Sachsen;1561;3522;Sachsen
Straupitz;;15913;35475;Brandenburg
Strausberg;;15344;3341;Brandenburg
Straußberg;;99713;36334;Thüringen
Straußfurt;;99634;36376;Thüringen
Streckenthin;;16928;33989;Brandenburg
Streesow;;19357;38788;Brandenburg
Streetz;b Roßlau, Elbe;6862;34901;Sachsen-Anhalt
Streganz;;15752;33768;Brandenburg
Strehla;;1616;35264;Sachsen
Strehlen;b Karstädt, Prignitz;19357;38797;Brandenburg
Streichwitz;;15898;33652;Brandenburg
Streiflach;;81249;;Bayern
Streit;b Evenhausen, Oberbay;83552;8075;Bayern
Streitau;b Wörnsmühl;83739;8025;Bayern
Streitberg;, Kr Pfaffenhofen;85307;8444;Bayern
Streitberg;, Stadt Biberach;88441;;Baden-Württemberg
Streitfeld;, Ostfriesl;26441;;Niedersachsen
Streithausen;;57629;2662;Rheinland-Pfalz
Streitholz;b Heilbad Heiligenstadt;37308;3606;Thüringen
Strelln;;4838;34244;Sachsen
Stremmen;;15848;33675;Brandenburg
Strenznaundorf;;6425;34692;Sachsen-Anhalt
Stresendorf;;19372;38721;Mecklenburg-Vorpommern
Stresow;b Burg b Magdeburg;39291;39223;Sachsen-Anhalt
Stressenhausen;;98646;3685;Thüringen
Streufdorf;;98646;36875;Thüringen
Streumen;;1609;35265;Sachsen
Strickscheid;;54597;6556;Rheinland-Pfalz
Striegistal;;9661;37207;Sachsen
Striesdorf;;18299;38459;Mecklenburg-Vorpommern
Striesow;;3096;35606;Brandenburg
Strigleben;;19348;38782;Brandenburg
Ströbels Mühle;;56346;;Rheinland-Pfalz
Strodehne;;14728;33875;Brandenburg
Stroga;;1561;3522;Sachsen
Strohkirchen;b Hagenow;19230;38751;Mecklenburg-Vorpommern
Strohkirchen;b Grevesmühlen;23936;3881;Mecklenburg-Vorpommern
Strohn;;54558;6573;Rheinland-Pfalz
Stromberg;, Hunsrück;55442;6724;Rheinland-Pfalz
Strotzbüsch;;54552;6573;Rheinland-Pfalz
Strub;;83489;8652;Bayern
Strübbel;;25792;4837;Schlewig-Holstein
Strubensee;;16835;33933;Brandenburg
Struckum;;25821;4671;Schlewig-Holstein
Strukdorf;;23815;4553;Schlewig-Holstein
Strullendorf;;96129;9543;Bayern
Struppen;;1796;35020;Sachsen
Strußberg;;83364;8666;Bayern
Strüth;, Taunus;56357;6775;Rheinland-Pfalz
Struvenhütten;;24643;4194;Schlewig-Holstein
Struxdorf;;24891;4623;Schlewig-Holstein
Stubben;b Bad Oldesloe;23847;4534;Schlewig-Holstein
Stubben;b Bremerhaven;27616;4748;Niedersachsen
Stubbendorf;b Malchin;17159;39959;Mecklenburg-Vorpommern
Stubbendorf;b Rostock;18195;38228;Mecklenburg-Vorpommern
Stubenberg;, Niederbay;94166;8571;Bayern
Stuck;;19294;38755;Mecklenburg-Vorpommern
Stücken;;14547;33204;Brandenburg
Stüdenitz;;16845;33972;Brandenburg
Stuer;;17209;39924;Mecklenburg-Vorpommern
Stühlingen;;79780;7744;Baden-Württemberg
Stuhr;;28816;4206;Niedersachsen
Stulln;;92551;9435;Bayern
Stülow;;18209;38203;Mecklenburg-Vorpommern
Stumsdorf;;6780;345;Sachsen-Anhalt
Stünzmühle;;7619;;Thüringen
Stürzelbach;;57614;2681;Rheinland-Pfalz
Stutensee;;76297;7249;Baden-Württemberg
Stüterhof;;67661;6306;Rheinland-Pfalz
Stuttgart;;70173;711;Baden-Württemberg
Stuttgart;;70174;711;Baden-Württemberg
Stuttgart;;70176;711;Baden-Württemberg
Stuttgart;;70178;711;Baden-Württemberg
Stuttgart;;70180;711;Baden-Württemberg
Stuttgart;;70182;711;Baden-Württemberg
Stuttgart;;70184;711;Baden-Württemberg
Stuttgart;;70186;711;Baden-Württemberg
Stuttgart;;70188;711;Baden-Württemberg
Stuttgart;;70190;711;Baden-Württemberg
Stuttgart;;70191;711;Baden-Württemberg
Stuttgart;;70192;711;Baden-Württemberg
Stuttgart;;70193;711;Baden-Württemberg
Stuttgart;;70195;711;Baden-Württemberg
Stuttgart;;70197;711;Baden-Württemberg
Stuttgart;;70199;711;Baden-Württemberg
Stuttgart;;70327;711;Baden-Württemberg
Stuttgart;;70329;711;Baden-Württemberg
Stuttgart;;70372;711;Baden-Württemberg
Stuttgart;;70374;711;Baden-Württemberg
Stuttgart;;70376;711;Baden-Württemberg
